date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,stringency_index,serial
2021-02-22,573384.0,1050.0,12658.0,41.0,1.02,32313.0,8718555.0,0.0369,27.1,0.0,0.0,0.0,50.46,345
2021-02-23,574580.0,1196.0,12708.0,50.0,1.02,33978.0,8752533.0,0.0338,29.6,0.0,0.0,0.0,50.46,346
2021-02-24,575941.0,1361.0,12772.0,64.0,1.04,38453.0,8790986.0,0.0334,29.9,0.0,0.0,0.0,50.46,347
2021-02-25,577482.0,1541.0,12804.0,32.0,1.05,40906.0,8831892.0,0.034,29.4,0.0,0.0,0.0,50.46,348
2021-02-26,578797.0,1315.0,12837.0,33.0,1.05,41849.0,8873741.0,0.033,30.3,0.0,0.0,0.0,50.46,349
2021-02-27,579973.0,1176.0,12860.0,23.0,1.06,39177.0,8912918.0,0.0328,30.5,0.0,0.0,0.0,50.46,350
2021-02-28,581365.0,1392.0,12896.0,36.0,1.08,38920.0,8951838.0,0.034,29.4,0.0,0.0,0.0,50.46,351
2021-03-01,582528.0,1163.0,12938.0,42.0,1.1,38338.0,8990176.0,0.0337,29.7,0.0,0.0,0.0,50.46,352
2021-03-02,583916.0,1388.0,13013.0,75.0,1.11,31948.0,9022124.0,0.0346,28.9,0.0,0.0,0.0,50.46,353
2021-03-03,585435.0,1519.0,13076.0,63.0,1.13,32945.0,9055069.0,0.036,27.8,0.0,0.0,0.0,50.46,354
2021-03-04,587014.0,1579.0,13128.0,52.0,1.15,42344.0,9097413.0,0.0359,27.9,0.0,0.0,0.0,50.46,355
2021-03-05,588728.0,1714.0,13166.0,38.0,1.17,37980.0,9135393.0,0.038,26.3,0.0,0.0,0.0,50.46,356
2021-03-06,590508.0,1780.0,13205.0,39.0,1.19,38200.0,9173593.0,0.0404,24.7,0.0,0.0,0.0,50.46,357
2021-03-07,592100.0,1592.0,13227.0,22.0,1.21,38887.0,9212480.0,0.0412,24.3,0.0,0.0,0.0,50.46,358
2021-03-08,593453.0,1353.0,13281.0,54.0,1.23,34347.0,9246827.0,0.0426,23.5,0.0,0.0,0.0,50.46,359
2021-03-09,595239.0,1786.0,13324.0,43.0,1.25,0.0,0.0,0.0429,23.3,0.0,0.0,0.0,50.46,360
2021-03-10,597497.0,2258.0,13377.0,53.0,1.28,0.0,0.0,0.0447,22.4,0.0,0.0,0.0,50.46,361
2021-03-11,600198.0,2701.0,13430.0,53.0,1.3,0.0,0.0,0.0495,20.2,0.0,0.0,0.0,50.46,362
2021-03-12,602536.0,2338.0,13476.0,46.0,1.3,0.0,9402639.0,0.0517,19.4,0.0,0.0,0.0,50.46,363
2021-03-13,605200.0,2664.0,13508.0,32.0,1.31,0.0,0.0,0.0541,18.5,0.0,0.0,0.0,50.46,364
2021-03-14,607453.0,2253.0,13537.0,29.0,1.32,0.0,0.0,0.0558,17.9,350000.0,350000.0,0.0,50.46,365
2021-03-15,609964.0,2511.0,13595.0,58.0,1.32,0.0,9529763.0,0.0584,17.1,0.0,0.0,0.0,50.46,366
2021-03-16,612315.0,2351.0,13656.0,61.0,1.33,0.0,0.0,0.0601,16.6,0.0,0.0,0.0,50.46,367
2021-03-17,615810.0,3495.0,13717.0,61.0,1.34,0.0,0.0,0.0641,15.6,0.0,0.0,0.0,50.46,368
2021-03-18,619259.0,3449.0,13757.0,40.0,1.34,0.0,0.0,0.0664,15.1,0.0,0.0,0.0,50.46,369
2021-03-19,623135.0,3876.0,13799.0,42.0,1.33,0.0,9691087.0,0.0714,14.0,0.0,0.0,0.0,50.46,370
2021-03-20,626802.0,3667.0,13843.0,44.0,1.32,0.0,0.0,0.075,13.3,0.0,0.0,0.0,50.46,371
2021-03-21,630471.0,3669.0,13863.0,20.0,1.31,0.0,0.0,0.0799,12.5,0.0,0.0,0.0,50.46,372
2021-03-22,633741.0,3270.0,13935.0,72.0,1.29,0.0,9817491.0,0.0826,12.1,0.0,0.0,0.0,50.46,373
2021-03-23,637042.0,3301.0,13965.0,30.0,1.28,39742.0,9857233.0,0.0861,11.6,0.0,0.0,0.0,56.02,374
2021-03-24,640988.0,3946.0,14028.0,63.0,1.27,0.0,0.0,0.0882,11.3,0.0,0.0,0.0,56.02,375
2021-03-25,645356.0,4368.0,14091.0,63.0,1.26,0.0,9934373.0,0.092,10.9,0.0,0.0,0.0,56.02,376
2021-03-26,649824.0,4468.0,14158.0,67.0,1.26,42418.0,9976791.0,0.0934,10.7,0.0,0.0,0.0,56.02,377
2021-03-27,654591.0,4767.0,14215.0,57.0,1.25,44279.0,10021070.0,0.0965,10.4,0.0,0.0,0.0,56.02,378
2021-03-28,659116.0,4525.0,14256.0,41.0,1.24,45656.0,10066726.0,0.0983,10.2,0.0,0.0,0.0,56.02,379
2021-03-29,663200.0,4084.0,14356.0,100.0,1.22,40369.0,10107095.0,0.1017,9.8,0.0,0.0,0.0,56.02,380
2021-03-30,667957.0,4757.0,14434.0,78.0,1.21,46269.0,10153364.0,0.1044,9.6,0.0,0.0,0.0,56.02,381
2021-03-31,672931.0,4974.0,14530.0,96.0,1.18,43965.0,10197329.0,0.1059,9.4,800000.0,800000.0,0.0,56.02,382
2021-04-01,678165.0,5234.0,14613.0,83.0,1.16,50045.0,10247374.0,0.1048,9.5,0.0,0.0,0.0,56.02,383
2021-04-02,682888.0,4723.0,14697.0,84.0,1.14,50170.0,10297544.0,0.1031,9.7,0.0,0.0,0.0,56.02,384
2021-04-03,687908.0,5020.0,14778.0,81.0,1.13,50186.0,10347730.0,0.102,9.8,0.0,0.0,0.0,56.02,385
2021-04-04,692231.0,4323.0,14821.0,43.0,1.11,55605.0,10403335.0,0.0984,10.2,0.0,0.0,0.0,56.02,386
2021-04-05,696184.0,3953.0,14924.0,103.0,1.1,43362.0,10446697.0,0.0971,10.3,0.0,0.0,0.0,56.02,387
2021-04-06,700188.0,4004.0,15026.0,102.0,1.1,46665.0,10493362.0,0.0948,10.5,936383.0,936383.0,0.0,56.02,388
2021-04-07,705517.0,5329.0,15124.0,98.0,1.09,41699.0,10535061.0,0.0965,10.4,0.0,0.0,0.0,56.02,389
2021-04-08,710829.0,5312.0,15229.0,105.0,1.09,49816.0,10584877.0,0.0968,10.3,1114000.0,1114000.0,0.0,56.02,390
2021-04-09,715968.0,5139.0,15329.0,100.0,1.08,54948.0,10639825.0,0.0966,10.3,0.0,0.0,0.0,58.8,391
2021-04-10,721018.0,5050.0,15443.0,114.0,1.08,49069.0,10688894.0,0.097,10.3,0.0,0.0,0.0,58.8,392
2021-04-11,725602.0,4584.0,15501.0,58.0,1.07,46066.0,10734960.0,0.1006,9.9,0.0,0.0,0.0,58.8,393
2021-04-12,729920.0,4318.0,15619.0,118.0,1.07,44514.0,10779474.0,0.1014,9.9,0.0,0.0,0.0,58.8,394
2021-04-13,734423.0,4503.0,15754.0,135.0,1.07,50520.0,10829994.0,0.1017,9.8,1300000.0,1300000.0,0.0,58.8,395
2021-04-14,739818.0,5395.0,15872.0,118.0,1.07,48092.0,10878086.0,0.1,10.0,0.0,0.0,0.0,58.8,396
2021-04-15,745182.0,5364.0,15982.0,110.0,1.07,64685.0,10942771.0,0.096,10.4,0.0,0.0,0.0,58.8,397
2021-04-16,750158.0,4976.0,16094.0,112.0,1.07,64481.0,11007252.0,0.0931,10.7,0.0,0.0,0.0,58.8,398
2021-04-17,756285.0,6127.0,16243.0,149.0,1.08,0.0,0.0,0.0918,10.9,0.0,0.0,0.0,58.8,399
2021-04-18,761437.0,5152.0,16316.0,73.0,1.07,0.0,0.0,0.0887,11.3,0.0,0.0,0.0,58.8,400
2021-04-19,766882.0,5445.0,16453.0,137.0,1.07,0.0,11204529.0,0.087,11.5,0.0,0.0,0.0,78.24,401
2021-04-20,772381.0,5499.0,16600.0,147.0,1.06,68002.0,11272531.0,0.0858,11.7,0.0,0.0,0.0,78.24,402
2021-04-21,778238.0,5857.0,16698.0,98.0,1.05,47301.0,11319832.0,0.087,11.5,0.0,0.0,0.0,78.24,403
2021-04-22,784108.0,5870.0,16842.0,144.0,1.03,57591.0,11377423.0,0.0896,11.2,0.0,0.0,0.0,78.24,404
2021-04-23,790016.0,5908.0,16999.0,157.0,1.02,53818.0,11431241.0,0.094,10.6,0.0,0.0,0.0,78.24,405
2021-04-24,795627.0,5611.0,17117.0,118.0,1.0,52402.0,11483643.0,0.0958,10.4,0.0,0.0,0.0,78.24,406
2021-04-25,800452.0,4825.0,17187.0,70.0,0.99,55128.0,11538771.0,0.0975,10.3,0.0,0.0,0.0,78.24,407
2021-04-26,804939.0,4487.0,17329.0,142.0,0.98,50161.0,11588932.0,0.099,10.1,0.0,0.0,0.0,78.24,408
2021-04-27,810231.0,5292.0,17530.0,201.0,0.96,43981.0,11632913.0,0.105,9.5,0.0,0.0,0.0,78.24,409
2021-04-28,815711.0,5480.0,17680.0,150.0,0.94,49101.0,11682014.0,0.1035,9.7,2100000.0,2100000.0,0.0,78.24,410
2021-04-29,820823.0,5112.0,17811.0,131.0,0.92,57013.0,11739027.0,0.1015,9.8,0.0,0.0,0.0,78.24,411
2021-04-30,825519.0,4696.0,17957.0,146.0,0.91,49099.0,11788126.0,0.0995,10.1,0.0,0.0,0.0,78.24,412
2021-05-01,829933.0,4414.0,18070.0,113.0,0.89,48740.0,11836866.0,0.0971,10.3,0.0,0.0,0.0,78.24,413
2021-05-02,834146.0,4213.0,18149.0,79.0,0.88,45275.0,11882141.0,0.0981,10.2,0.0,0.0,0.0,78.24,414
2021-05-03,837523.0,3377.0,18310.0,161.0,0.87,45954.0,11928095.0,0.0961,10.4,0.0,0.0,0.0,78.24,415
2021-05-04,837523.0,0.0,18310.0,0.0,0.86,37587.0,11965682.0,0.082,12.2,2967870.0,0.0,0.0,78.24,416
2021-05-05,841636.0,4113.0,18429.0,119.0,0.89,44837.0,12010519.0,0.0789,12.7,3150122.0,0.0,0.0,78.24,417
2021-05-06,850131.0,8495.0,18677.0,248.0,0.92,46467.0,12056986.0,0.0922,10.8,3320304.0,0.0,0.0,78.24,418
2021-05-07,854240.0,4109.0,18797.0,120.0,0.9,44846.0,12101832.0,0.0916,10.9,0.0,0.0,0.0,78.24,419
2021-05-08,858026.0,3786.0,18915.0,118.0,0.88,48103.0,12149935.0,0.0897,11.1,0.0,0.0,0.0,78.24,420
2021-05-09,861473.0,3447.0,18993.0,78.0,0.86,40736.0,12190671.0,0.0886,11.3,0.0,0.0,0.0,78.24,421
2021-05-10,864557.0,3084.0,19106.0,113.0,0.84,37756.0,12228427.0,0.09,11.1,0.0,0.0,0.0,78.24,422
2021-05-11,867438.0,2881.0,19210.0,104.0,0.82,38883.0,12267310.0,0.0992,10.1,3705244.0,2811726.0,952518.0,64.35,423
2021-05-12,870703.0,3265.0,19336.0,126.0,0.81,43565.0,12310875.0,0.0968,10.3,0.0,0.0,0.0,64.35,424
2021-05-13,873220.0,2517.0,19384.0,48.0,0.8,39101.0,12349976.0,0.0788,12.7,3836291.0,2931064.0,964227.0,64.35,425
2021-05-14,874751.0,1531.0,19467.0,83.0,0.81,30700.0,12380676.0,0.0736,13.6,0.0,0.0,0.0,64.35,426
2021-05-15,877130.0,2379.0,19543.0,76.0,0.83,30248.0,12410924.0,0.0732,13.7,0.0,0.0,0.0,64.35,427
2021-05-16,880362.0,3232.0,19617.0,74.0,0.86,33118.0,12444042.0,0.0746,13.4,0.0,0.0,0.0,64.35,428
2021-05-17,882928.0,2566.0,19752.0,135.0,0.89,36725.0,12480767.0,0.0728,13.7,0.0,0.0,0.0,64.35,429
2021-05-18,886184.0,3256.0,19856.0,104.0,0.91,29801.0,12510568.0,0.0771,13.0,0.0,0.0,0.0,64.35,430
2021-05-19,890391.0,4207.0,19987.0,131.0,0.92,41771.0,12552339.0,0.0815,12.3,0.0,0.0,0.0,64.35,431
2021-05-20,893461.0,3070.0,20089.0,102.0,0.92,51130.0,12603469.0,0.0798,12.5,4747033.0,3647933.0,1156893.0,64.35,432
2021-05-21,897468.0,4007.0,20177.0,88.0,0.92,51528.0,12654997.0,0.0828,12.1,4956853.0,3825314.0,1193441.0,64.35,433
2021-05-22,900552.0,3084.0,20251.0,74.0,0.91,62238.0,12717235.0,0.0765,13.1,0.0,0.0,0.0,64.35,434
2021-05-23,903599.0,3047.0,20308.0,57.0,0.89,62061.0,12779296.0,0.0693,14.4,0.0,0.0,0.0,64.35,435
2021-05-24,905852.0,2253.0,20400.0,92.0,0.88,58522.0,12837818.0,0.0642,15.6,5358808.0,4144175.0,1286429.0,64.35,436
2021-05-25,908576.0,2724.0,20465.0,65.0,0.86,46726.0,12884544.0,0.0599,16.7,0.0,0.0,0.0,63.43,437
2021-05-26,911302.0,2726.0,20540.0,75.0,0.84,59076.0,12943620.0,0.0534,18.7,0.0,0.0,0.0,63.43,438
2021-05-27,913784.0,2482.0,20607.0,67.0,0.83,62706.0,13006326.0,0.0504,19.8,6130509.0,4693390.0,1513144.0,63.43,439
2021-05-28,916239.0,2455.0,20680.0,73.0,0.82,51625.0,13057951.0,0.0466,21.5,0.0,0.0,0.0,63.43,440
2021-05-29,918936.0,2697.0,20736.0,56.0,0.81,55442.0,13113393.0,0.0464,21.5,0.0,0.0,0.0,63.43,441
2021-05-30,921053.0,2117.0,20779.0,43.0,0.8,55965.0,13169358.0,0.0447,22.3,0.0,0.0,0.0,63.43,442
2021-05-31,922824.0,1771.0,20850.0,71.0,0.78,52223.0,13221581.0,0.0442,22.6,0.0,0.0,0.0,63.43,443
2021-06-01,924667.0,1843.0,20930.0,80.0,0.77,47633.0,13269214.0,0.0418,23.9,7337187.0,5478069.0,1985005.0,63.43,444
2021-06-02,926695.0,2028.0,21022.0,92.0,0.76,47183.0,13316397.0,0.0413,24.2,7648481.0,5706680.0,2076600.0,63.43,445
2021-06-03,928588.0,1893.0,21105.0,83.0,0.75,51523.0,13367920.0,0.0409,24.4,7953574.0,5920955.0,2174169.0,63.43,446
2021-06-04,930511.0,1923.0,21189.0,84.0,0.75,52859.0,13420779.0,0.0393,25.4,0.0,0.0,0.0,63.43,447
2021-06-05,932140.0,1629.0,21265.0,76.0,0.74,50393.0,13471172.0,0.0369,27.1,8263763.0,6364470.0,2310115.0,63.43,448
2021-06-06,933630.0,1490.0,21323.0,58.0,0.73,52427.0,13523599.0,0.0355,28.2,0.0,0.0,0.0,63.43,449
2021-06-07,935013.0,1383.0,21376.0,53.0,0.72,49285.0,13572884.0,0.0347,28.8,0.0,0.0,0.0,63.43,450
2021-06-08,936131.0,1118.0,21453.0,77.0,0.71,46882.0,13619766.0,0.0327,30.6,0.0,0.0,0.0,68.98,451
2021-06-09,937434.0,1303.0,21529.0,76.0,0.71,43900.0,13663666.0,0.0309,32.3,9559910.0,7281817.0,2540238.0,68.98,452
2021-06-10,938737.0,1303.0,21576.0,47.0,0.71,41824.0,13705490.0,0.0301,33.3,0.0,0.0,0.0,65.74,453
2021-06-11,939931.0,1194.0,21633.0,57.0,0.72,40483.0,13745973.0,0.029,34.5,0.0,0.0,0.0,65.74,454
2021-06-12,941170.0,1239.0,21689.0,56.0,0.72,35695.0,13781668.0,0.0291,34.4,10496228.0,8133654.0,2851063.0,65.74,455
2021-06-13,942189.0,1019.0,21723.0,34.0,0.72,36368.0,13818036.0,0.0291,34.4,10696402.0,8323060.0,2883959.0,65.74,456
2021-06-14,943027.0,838.0,21782.0,59.0,0.74,39214.0,13857250.0,0.0282,35.5,0.0,0.0,0.0,65.74,457
2021-06-15,944065.0,1038.0,21828.0,46.0,0.75,35039.0,13892289.0,0.0291,34.3,11085787.0,8908051.0,3006048.0,56.48,458
2021-06-16,945184.0,1119.0,21874.0,46.0,0.76,42204.0,13934493.0,0.0286,34.9,11745889.0,9308890.0,3107671.0,56.48,459
2021-06-17,946227.0,1043.0,21913.0,39.0,0.77,37196.0,13971689.0,0.0281,35.5,12065211.0,0.0,0.0,56.48,460
2021-06-18,947218.0,991.0,21940.0,27.0,0.78,54647.0,14026336.0,0.026,38.5,12483801.0,0.0,0.0,56.48,461
2021-06-19,947218.0,0.0,21940.0,0.0,0.8,46269.0,14072605.0,0.0208,48.1,12750760.0,0.0,0.0,56.48,462
2021-06-20,949175.0,1957.0,22007.0,67.0,0.85,41065.0,14113670.0,0.0236,42.3,0.0,0.0,0.0,56.48,463
2021-06-21,949838.0,663.0,22034.0,27.0,0.86,34754.0,14148424.0,0.0234,42.8,12977740.0,0.0,0.0,56.48,464
2021-06-22,950768.0,930.0,22073.0,39.0,0.88,39017.0,14187441.0,0.0227,44.0,0.0,0.0,0.0,56.48,465
2021-06-23,951865.0,1097.0,22108.0,35.0,0.89,45519.0,14232960.0,0.0224,44.7,13484364.0,0.0,0.0,56.48,466
2021-06-24,952907.0,1042.0,22152.0,44.0,0.91,46124.0,14279084.0,0.0217,46.0,0.0,0.0,0.0,56.48,467
2021-06-25,953842.0,935.0,22188.0,36.0,0.92,45924.0,14325008.0,0.0222,45.1,0.0,0.0,0.0,56.48,468
2021-06-26,954743.0,901.0,22211.0,23.0,0.94,46842.0,14371850.0,0.0251,39.8,0.0,0.0,0.0,56.48,469
2021-06-27,955657.0,914.0,22231.0,20.0,0.96,44544.0,14416394.0,0.0214,46.7,0.0,0.0,0.0,56.48,470
2021-06-28,956392.0,735.0,22254.0,23.0,0.99,44496.0,14460890.0,0.021,47.7,0.0,0.0,0.0,56.48,471
2021-06-29,957371.0,979.0,22281.0,27.0,1.02,41133.0,14502023.0,0.021,47.6,0.0,0.0,0.0,56.48,472
2021-06-30,958408.0,1037.0,22321.0,40.0,1.06,42062.0,14544085.0,0.021,47.6,0.0,0.0,0.0,56.48,473
2021-07-01,959685.0,1277.0,22345.0,24.0,1.1,46145.0,14590230.0,0.0218,45.9,16356499.0,13234851.0,0.0,63.89,474
2021-07-02,961085.0,1400.0,22379.0,34.0,1.13,46941.0,14637171.0,0.0232,43.1,0.0,0.0,0.0,63.89,475
2021-07-03,962313.0,1228.0,22408.0,29.0,1.15,48027.0,14685198.0,0.0242,41.4,16714717.0,13507802.0,0.0,63.89,476
2021-07-04,963660.0,1347.0,22427.0,19.0,1.17,47832.0,14733030.0,0.0253,39.6,17390346.0,14026856.0,0.0,63.89,477
2021-07-05,964490.0,830.0,22452.0,25.0,1.19,45245.0,14778275.0,0.0255,39.2,0.0,0.0,0.0,63.89,478
2021-07-06,966007.0,1517.0,22469.0,17.0,1.22,37364.0,14815639.0,0.0275,36.3,0.0,0.0,0.0,69.44,479
2021-07-07,967633.0,1626.0,22493.0,24.0,1.25,46287.0,14861926.0,0.029,34.5,18228235.0,14698191.0,0.0,69.44,480
2021-07-08,969476.0,1843.0,22520.0,27.0,1.27,49817.0,14911743.0,0.0305,32.8,0.0,0.0,0.0,69.44,481
2021-07-09,971304.0,1828.0,22555.0,35.0,1.29,48478.0,14960221.0,0.0316,31.6,0.0,0.0,0.0,69.44,482
2021-07-10,973284.0,1980.0,22582.0,27.0,1.29,48134.0,15008355.0,0.0339,29.5,19067352.0,15320363.0,0.0,69.44,483
2021-07-11,975092.0,1808.0,22597.0,15.0,1.29,48432.0,15056787.0,0.0353,28.3,19883900.0,15941609.0,0.0,69.44,484
2021-07-12,976867.0,1775.0,22618.0,21.0,1.3,47015.0,15103802.0,0.038,26.3,0.0,0.0,0.0,69.44,485
2021-07-13,978847.0,1980.0,22642.0,24.0,1.3,48601.0,15152403.0,0.0381,26.2,20540263.0,16445560.0,0.0,69.44,486
2021-07-14,981392.0,2545.0,22689.0,47.0,1.3,47472.0,15199875.0,0.0407,24.6,21076550.0,16867090.0,0.0,69.44,487
2021-07-15,983719.0,2327.0,22720.0,31.0,1.3,48910.0,15248785.0,0.0423,23.7,21660650.0,17336845.0,0.0,69.44,488
2021-07-16,986668.0,2949.0,22760.0,40.0,1.3,37690.0,15286475.0,0.0471,21.2,22222701.0,17775640.0,0.0,69.44,489
2021-07-17,989275.0,2607.0,22781.0,21.0,1.27,58683.0,15345158.0,0.0475,21.1,22735993.0,18185297.0,0.0,69.44,490
2021-07-18,991727.0,2452.0,22811.0,30.0,1.25,48816.0,15393974.0,0.0493,20.3,0.0,0.0,0.0,69.44,491
2021-07-19,993872.0,2145.0,22848.0,37.0,1.23,0.0,0.0,0.0507,19.7,0.0,0.0,0.0,69.44,492
2021-07-20,996451.0,2579.0,22888.0,40.0,1.21,0.0,15484282.0,0.053,18.9,0.0,0.0,0.0,69.44,493
2021-07-21,998609.0,2158.0,22928.0,40.0,1.2,0.0,0.0,0.0542,18.5,24096587.0,0.0,0.0,69.44,494
2021-07-22,1000034.0,1425.0,22939.0,11.0,1.21,0.0,0.0,0.0539,18.5,0.0,0.0,0.0,69.44,495
2021-07-23,1000034.0,0.0,22939.0,0.0,1.24,0.0,15584899.0,0.0448,22.3,0.0,0.0,0.0,69.44,496
2021-07-24,1004694.0,4660.0,23016.0,77.0,1.33,0.0,0.0,0.0541,18.5,0.0,0.0,0.0,69.44,497
2021-07-25,1008446.0,3752.0,23048.0,32.0,1.36,0.0,0.0,0.0593,16.8,0.0,0.0,0.0,69.44,498
2021-07-26,1011708.0,3262.0,23087.0,39.0,1.38,0.0,0.0,0.0633,15.8,25248858.0,20060157.0,5188701.0,69.44,499
2021-07-27,1015827.0,4119.0,23133.0,46.0,1.38,0.0,15766473.0,0.0687,14.6,0.0,0.0,0.0,69.44,500
2021-07-28,1020324.0,4497.0,23209.0,76.0,1.38,0.0,0.0,0.0711,14.1,26248235.0,20769363.0,0.0,69.44,501
2021-07-29,1024861.0,4537.0,23295.0,86.0,1.37,0.0,0.0,0.0756,13.2,27875999.0,21968070.0,0.0,69.44,502
2021-07-30,1029811.0,4950.0,23360.0,65.0,1.35,0.0,15936674.0,0.0846,11.8,28743225.0,22638911.0,0.0,69.44,503
2021-07-31,1034837.0,5026.0,23422.0,62.0,1.32,0.0,0.0,0.0833,12.0,29648055.0,23335634.0,0.0,56.48,504
2021-08-01,1039695.0,4858.0,23462.0,40.0,1.28,0.0,0.0,0.084,11.9,30590183.0,24086196.0,0.0,64.81,505
2021-08-02,1043277.0,3582.0,23529.0,67.0,1.25,0.0,0.0,0.0827,12.1,0.0,0.0,0.0,70.37,506
2021-08-03,1047999.0,4722.0,23575.0,46.0,1.22,0.0,16158330.0,0.0821,12.2,33059676.0,26146476.0,0.0,70.37,507
2021-08-04,1053660.0,5661.0,23635.0,60.0,1.2,0.0,0.0,0.0845,11.8,34204053.0,27117311.0,0.0,70.37,508
2021-08-05,1058405.0,4745.0,23702.0,67.0,1.17,0.0,0.0,0.0845,11.8,35306892.0,28067624.0,0.0,70.37,509
2021-08-06,1063125.0,4720.0,23797.0,95.0,1.14,0.0,16336171.0,0.0834,12.0,36331025.0,28885841.0,0.0,70.37,510
2021-08-07,1067580.0,4455.0,23865.0,68.0,1.11,57233.0,16393404.0,0.0816,12.3,37424706.0,29789315.0,0.0,70.37,511
2021-08-08,1071620.0,4040.0,23918.0,53.0,1.08,55002.0,16448406.0,0.0796,12.6,0.0,0.0,0.0,70.37,512
2021-08-09,1075504.0,3884.0,24004.0,86.0,1.07,53528.0,16501934.0,0.0808,12.4,38722292.0,30921232.0,10897649.0,70.37,513
2021-08-10,1080360.0,4856.0,24085.0,81.0,1.05,49506.0,16551440.0,0.0823,12.1,39712007.0,31779365.0,11229247.0,70.37,514
2021-08-11,1085294.0,4934.0,24187.0,102.0,1.04,64690.0,16616130.0,0.0794,12.6,40664110.0,32607884.0,11497462.0,70.37,515
2021-08-12,1089913.0,4619.0,24266.0,79.0,1.02,59397.0,16675527.0,0.079,12.7,41467713.0,33301594.0,11646699.0,70.37,516
2021-08-13,1094699.0,4786.0,24339.0,73.0,1.0,59504.0,16735031.0,0.0792,12.6,42173424.0,33908397.0,11956552.0,70.37,517
2021-08-14,1098410.0,3711.0,24406.0,67.0,0.98,59136.0,16794167.0,0.0769,13.0,0.0,0.0,0.0,70.37,518
2021-08-15,1102079.0,3669.0,24478.0,72.0,0.96,0.0,0.0,0.0766,13.1,42688545.0,34343317.0,12104373.0,70.37,519
2021-08-16,1105300.0,3221.0,24573.0,95.0,0.96,0.0,0.0,0.0752,13.3,0.0,0.0,0.0,70.37,520
2021-08-17,1109274.0,3974.0,24639.0,66.0,0.95,0.0,16950196.0,0.0725,13.8,44322217.0,35564636.0,12658359.0,68.52,521
2021-08-18,1113647.0,4373.0,24713.0,74.0,0.95,57460.0,17007656.0,0.0724,13.8,44736977.0,35873735.0,12795662.0,68.52,522
2021-08-19,1116886.0,3239.0,24783.0,70.0,0.95,55634.0,17063290.0,0.0696,14.4,0.0,0.0,0.0,68.52,523
2021-08-20,1119970.0,3084.0,24848.0,65.0,0.95,51982.0,17115272.0,0.0665,15.0,45540221.0,36458408.0,13022591.0,68.52,524
2021-08-21,1123812.0,3842.0,24923.0,75.0,0.96,53770.0,17169042.0,0.0678,14.8,46456077.0,37043561.0,13434605.0,68.52,525
2021-08-22,1127584.0,3772.0,25003.0,80.0,0.98,0.0,0.0,0.0677,14.8,0.0,0.0,0.0,68.52,526
2021-08-23,1131659.0,4075.0,25094.0,91.0,0.99,0.0,17276450.0,0.0697,14.4,0.0,0.0,0.0,68.52,527
2021-08-24,1135858.0,4199.0,25220.0,126.0,1.0,0.0,0.0,0.0687,14.6,47802106.0,37923650.0,13970584.0,68.52,528
2021-08-25,1140411.0,4553.0,25320.0,100.0,1.0,0.0,17397803.0,0.0686,14.6,0.0,0.0,0.0,68.52,529
2021-08-26,1144341.0,3930.0,25415.0,95.0,0.99,61446.0,17459249.0,0.0693,14.4,50985184.0,39951787.0,15269699.0,68.52,530
2021-08-27,1148572.0,4231.0,25535.0,120.0,0.99,61036.0,17520285.0,0.0706,14.2,0.0,0.0,0.0,68.52,531
2021-08-28,1152481.0,3909.0,25604.0,69.0,0.98,64738.0,17585023.0,0.0689,14.5,0.0,0.0,0.0,68.52,532
2021-08-29,1156281.0,3800.0,25670.0,66.0,0.98,62918.0,17647941.0,0.0675,14.8,53314628.0,41477587.0,16171867.0,68.52,533
2021-08-30,1160119.0,3838.0,25788.0,118.0,0.98,56279.0,17704220.0,0.0665,15.0,0.0,0.0,0.0,68.52,534
2021-08-31,1163688.0,3569.0,25889.0,101.0,0.97,52112.0,17756332.0,0.0664,15.1,56768446.0,43791885.0,17455249.0,68.52,535
2021-09-01,1167757.0,4069.0,25978.0,89.0,0.96,53637.0,17809969.0,0.0663,15.1,58156714.0,44701679.0,18004529.0,68.52,536
2021-09-02,1171578.0,3821.0,26035.0,57.0,0.96,61651.0,17871620.0,0.066,15.1,59384758.0,45498115.0,18512319.0,68.52,537
2021-09-03,1171578.0,0.0,26035.0,0.0,0.96,59745.0,17931365.0,0.056,17.9,0.0,0.0,0.0,68.52,538
2021-09-04,1179305.0,7727.0,26175.0,140.0,1.0,64053.0,17995418.0,0.0654,15.3,0.0,0.0,0.0,68.52,539
2021-09-05,1182918.0,3613.0,26232.0,57.0,0.99,57908.0,18053326.0,0.0657,15.2,61724580.0,47054090.0,19427419.0,68.52,540
2021-09-06,1186234.0,3316.0,26330.0,98.0,0.97,57131.0,18110457.0,0.0643,15.6,63319214.0,48106755.0,20058377.0,68.52,541
2021-09-07,1190136.0,3902.0,26413.0,83.0,0.96,52314.0,18162771.0,0.0651,15.4,64554859.0,48943904.0,20525969.0,68.52,542
2021-09-08,1194198.0,4062.0,26497.0,84.0,0.94,0.0,0.0,0.0638,15.7,65505999.0,49572385.0,20912015.0,68.52,543
2021-09-09,1197887.0,3689.0,26580.0,83.0,0.92,0.0,18286469.0,0.0634,15.8,66456245.0,50195479.0,21292706.0,68.52,544
